path	strict_decode	format	core_spec	total	sort	bvar	const	app	lam	pi	let
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Optimization/Cones/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	330	2	16	2	112	84	114	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Optimization/LinearProgramming/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	330	2	16	2	112	84	114	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Optimization/Semidefinite/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	330	2	16	2	112	84	114	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Polynomial/Characteristic/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	2511	6	35	14	930	765	761	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Projection/Orthogonal/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	3038	5	37	17	1100	975	904	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/RankDualTensor/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	300	2	13	33	106	44	102	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Spectral/Normal/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	90	2	14	5	37	13	19	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Spectral/SelfAdjoint/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	2107	5	39	14	692	679	678	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Subspace/Basic/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1054	3	25	12	455	244	315	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Systems/Basic/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1482	4	30	9	698	367	374	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Tensor/Basic/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	330	2	16	2	112	84	114	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Tensor/Exterior/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	330	2	16	2	112	84	114	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/Tensor/MultilinearMapRepresentation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	530	2	25	98	202	77	126	0
npa-project-p-vs-np/proofs/Proofs/Ai/LinearAlgebra/VectorSpace/Basic/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	152	3	13	2	48	38	48	0
npa-project-p-vs-np/proofs/Proofs/Ai/List/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	811	4	10	44	500	154	99	0
npa-project-p-vs-np/proofs/Proofs/Ai/Logic/DiagonalSelfReference/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	221	2	13	61	64	26	55	0
npa-project-p-vs-np/proofs/Proofs/Ai/Logic/FirstOrder/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	228	2	9	53	73	30	61	0
npa-project-p-vs-np/proofs/Proofs/Ai/Logic/FormalProofSystems/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	940	2	16	197	271	167	287	0
npa-project-p-vs-np/proofs/Proofs/Ai/Logic/GodelCoding/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	278	2	13	73	85	31	74	0
npa-project-p-vs-np/proofs/Proofs/Ai/Logic/GodelIncompleteness/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	425	2	18	102	122	62	119	0
npa-project-p-vs-np/proofs/Proofs/Ai/Logic/Iff/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	320	2	11	9	80	107	111	0
npa-project-p-vs-np/proofs/Proofs/Ai/Nat/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	154	2	5	11	63	44	29	0
npa-project-p-vs-np/proofs/Proofs/Ai/NatPolynomial/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	482	3	10	19	203	115	132	0
npa-project-p-vs-np/proofs/Proofs/Ai/Optimization/LinearProgramming/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	76	1	8	1	16	20	30	0
npa-project-p-vs-np/proofs/Proofs/Ai/Option/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	272	3	6	23	129	57	54	0
npa-project-p-vs-np/proofs/Proofs/Ai/PolyBound/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	368	1	11	15	192	65	84	0
npa-project-p-vs-np/proofs/Proofs/Ai/Prod/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	153	2	5	8	73	30	35	0
npa-project-p-vs-np/proofs/Proofs/Ai/Reflect/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	103	1	5	13	45	21	18	0
npa-project-p-vs-np/proofs/Proofs/Ai/Sum/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	234	3	8	9	110	48	56	0
npa-project-p-vs-np/proofs/Proofs/Ai/Unit/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	28	2	2	5	12	2	5	0
npa-project-p-vs-np/proofs/Proofs/Ai/Vector/AbstractInnerProduct/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1917	3	41	10	786	435	642	0
npa-project-p-vs-np/proofs/Proofs/Ai/Vector/AbstractInnerProductDerive/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	6382	3	92	41	4289	810	1147	0
npa-project-p-vs-np/proofs/Proofs/Ai/Vector/AbstractSpace/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1349	3	40	5	466	345	490	0
npa-project-p-vs-np/proofs/Proofs/Ai/Vector/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	371	5	8	29	164	76	89	0
npa-project-p-vs-np/proofs/vendor/npa-std/Std/Logic/Eq/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	13	2	2	1	3	0	5	0
npa-project-p-vs-np/proofs/vendor/npa-std/Std/Nat/Basic/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	22	2	4	3	5	0	8	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Commutative/Module/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Commutative/Ring/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Commutative/RingsAndFields/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	468	3	42	25	309	32	57	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Commutative/Tensor/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Field/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1262	2	31	8	557	302	362	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Group/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1552	3	14	22	1021	252	240	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Group/Image/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	336	3	20	10	169	65	69	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Group/Quotient/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	213	3	12	8	100	36	54	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Group/QuotientGroup/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	496	2	15	17	222	118	122	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Group/QuotientMultiplication/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	177	2	16	11	98	22	28	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/OrderedField/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2717	2	47	6	1203	482	977	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/OrderedField/Square/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	439	2	40	4	239	34	120	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/OrderedField/SquareNormalization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	663	2	17	4	224	175	241	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/OrderedField/ToField/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	547	2	25	7	208	140	165	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Ring/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1053	2	35	1	397	227	391	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Ring/FirstIsomorphismBase/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2328	5	74	37	1233	450	529	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Ring/Subring/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	259	2	21	1	80	43	112	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Ring/Unit/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	163	2	11	7	81	25	37	0
npa-project-poincare/proofs/Proofs/Ai/Algebra/Scalar/Derived/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2191	1	39	19	1366	429	337	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Calculus/ConcreteRealThreeFrechet/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	22989	3	27	677	15076	3706	3500	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Calculus/ConcreteRealThreeInverseFactorBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	287	0	3	31	244	5	4	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Calculus/ConcreteRealThreeInverseRemainder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	12657	2	24	444	8577	1973	1637	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Calculus/Derivative/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	5250	6	49	42	2463	1302	1388	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Calculus/Multivariable/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1082	11	74	20	486	207	284	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Calculus/OneVariable/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	7493	4	38	56	4020	1663	1712	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Continuity/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3185	7	27	34	1365	945	807	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Continuity/Interval/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	5151	4	38	37	2684	1218	1170	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Euclidean/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	448	4	23	4	140	106	171	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Euclidean/RnBasic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	314	4	27	5	128	60	90	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/FixedPoint/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2070	4	27	15	856	556	612	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/ImplicitFunction/PhiData/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3787	7	63	23	1651	1011	1032	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/ImplicitFunction/Theorem/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	15155	7	91	42	8845	3143	3027	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Integral/Riemann/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	4788	6	33	35	2752	899	1063	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Integral/Riemann/Calculus/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1668	2	32	17	990	268	359	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/InverseFunction/Theorem/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3115	5	49	16	1410	778	857	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/LinearMap/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	4045	7	45	28	1714	1128	1123	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/NormedSpace/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	4055	5	48	21	1907	1009	1065	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/ODE/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/ODE/Existence/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/ODE/Linear/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/PDE/Elliptic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/PDE/Parabolic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/PDE/Weak/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2607	3	25	18	1101	738	722	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/FastCauchyRational/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	824	2	7	83	632	58	42	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/FastCauchyRationalArithmetic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	722	0	13	61	497	84	67	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/FastCauchyRationalBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	172	0	4	33	118	10	7	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/FastCauchyRationalMultiplication/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	335	0	7	43	209	40	36	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/PositiveRealReciprocalTailAbsBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	40	0	5	9	17	5	4	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalDyadicDomination/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1246	0	12	128	892	124	90	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalDyadicSquareNumeratorOrder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	221	0	3	37	171	5	5	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalDyadicSquareRootBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	216	0	4	29	160	13	10	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalDyadicSquareRootOrder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	155	0	3	31	109	6	6	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalDyadicStrictGapInsertion/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	103	0	4	15	76	4	4	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalDyadicStrictGapTransport/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	242	0	8	22	186	13	13	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalFastCloseSquareRoot/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	0	5	14	49	5	3	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalMagnitude/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	265	0	2	46	175	28	14	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalMagnitudeBounds/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	25	0	1	8	14	1	1	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalMagnitudeFastClose/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	86	0	3	22	53	4	4	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalMagnitudeNegation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	48	0	2	12	26	6	2	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalMagnitudeSquare/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	145	0	1	20	110	9	5	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalMagnitudeSquareEquivalence/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	134	0	1	22	109	1	1	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalNonnegativeCrossOrder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	61	0	5	9	37	5	5	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalOperationCongruence/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1343	0	8	45	1051	129	110	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalOrder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	680	1	7	62	482	73	55	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalOrderArithmetic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1685	1	13	107	1254	171	139	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalOrderDecidability/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	253	1	5	36	161	30	20	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalRadiusFourAbsBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	452	1	7	75	318	25	26	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalRadiusFourDyadicFiniteGrid/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1582	2	7	130	1170	155	118	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalRadiusTwoAbsBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	202	0	2	46	146	4	4	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalRadiusTwoDyadicFiniteGrid/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	336	1	3	59	213	31	29	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalRadiusTwoDyadicGridAbsBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	185	0	3	35	121	18	8	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalRepresentatives/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1104	2	6	90	793	130	83	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalRingLaws/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1401	0	5	96	1140	82	78	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalSquareOrder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	48	0	2	11	31	3	1	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalSquareTwoMagnitudeBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	207	0	2	41	154	5	5	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalUnitDyadicApproximation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	524	0	5	65	402	33	19	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalUnitDyadicFiniteGrid/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	248	1	3	43	143	32	26	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RationalUnitDyadicRoundingIndex/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	426	0	8	48	275	66	29	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealAddSelfStrictMonotonicity/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	37	0	3	6	22	3	3	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealAdditionTailCloseness/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	189	0	10	19	128	17	15	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealAlgebraLaws/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2471	1	21	131	1783	313	222	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealArithmetic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1193	1	14	81	882	125	90	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealClosedOrderEqTailStability/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	224	1	12	20	148	23	20	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealCommonDyadicMargin/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	94	1	12	11	46	12	12	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealCompleteness/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	735	2	9	61	500	87	76	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealCompletenessConvergenceTail/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	149	0	7	18	96	17	11	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealDifferenceDecomposition/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	162	0	4	18	120	10	10	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealDifferenceTailAbsBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	342	0	7	44	218	39	34	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealDifferenceTailCloseness/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	190	0	6	30	134	11	9	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealDistributivity/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	925	1	14	62	632	115	101	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealDyadicInnerRadiusBudget/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	85	0	4	14	59	4	4	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealDyadicRadius/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	78	1	4	20	41	6	6	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealDyadicRadiusOrder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	174	1	7	28	101	20	17	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealDyadicRadiusPrecisionOrder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	141	1	6	22	74	21	17	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealDyadicStrictGapInsertion/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	356	1	11	36	250	33	25	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEightTermDoublingAggregation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	135	0	8	7	96	12	12	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEightTermDoublingFinal/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	100	0	8	6	70	8	8	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEightTermDoublingReorder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	82	0	4	6	64	4	4	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEmbedding/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	113	1	7	23	60	12	10	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEqTailRationalEnvelope/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	170	1	11	16	106	22	14	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEqualityTailAbsBoundTransport/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	247	1	8	38	150	27	23	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEqualityTailCanonicalCutoff/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	130	0	6	16	90	10	8	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEqualityTailPrecisionOrder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	269	1	17	18	150	42	41	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEqualityTailSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	219	1	15	13	131	29	30	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEuclidean/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	284	2	8	28	146	48	52	0
npa-project-poincare/proofs/Proofs/Ai/Analysis/Real/Concrete/RealEuclideanDistance/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	116	0	6	18	56	18	18	0
