path	strict_decode	format	core_spec	total	sort	bvar	const	app	lam	pi	let
npa-project-bsd/proofs/Proofs/Ai/AlgebraicGeometry/PicardTensorCancellation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	155	1	11	5	106	14	18	0
npa-project-bsd/proofs/Proofs/Ai/AlgebraicGeometry/PrincipalDivisorSubgroupClosure/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	352	3	14	12	188	59	76	0
npa-project-bsd/proofs/Proofs/Ai/AlgebraicGeometry/ProjectiveScalingEquivalence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	665	3	21	13	399	91	138	0
npa-project-bsd/proofs/Proofs/Ai/AlgebraicGeometry/ProperValuativeExtensionComposition/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	448	4	16	14	230	86	98	0
npa-project-bsd/proofs/Proofs/Ai/AlgebraicGeometry/RegularCurveClosedPointValuation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	231	3	21	8	130	27	42	0
npa-project-bsd/proofs/Proofs/Ai/AlgebraicGeometry/RiemannRochLargeDegree/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	36	1	6	2	15	6	6	0
npa-project-bsd/proofs/Proofs/Ai/AlgebraicGeometry/SchemeLineBundleDescent/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	258	2	15	3	83	52	103	0
npa-project-bsd/proofs/Proofs/Ai/AlgebraicGeometry/SerreDualityNondegeneracy/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	53	2	9	2	16	9	15	0
npa-project-bsd/proofs/Proofs/Ai/AlgebraicGeometry/SmoothBaseChangeFromCriteria/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	48	1	9	0	6	14	18	0
npa-project-bsd/proofs/Proofs/Ai/AlgebraicGeometry/ValuativeSeparatednessComposition/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	154	5	16	8	79	17	29	0
npa-project-bsd/proofs/Proofs/Ai/Analysis/AbelPartialSummationInduction/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	491	2	16	9	319	50	95	0
npa-project-bsd/proofs/Proofs/Ai/Analysis/AbstractFixedPoint/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	2070	4	27	15	856	556	612	0
npa-project-bsd/proofs/Proofs/Ai/Analysis/AbstractMetricTopology/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	435	3	9	10	145	125	143	0
npa-project-bsd/proofs/Proofs/Ai/Analysis/AbstractNormedSpace/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	4055	5	48	21	1907	1009	1065	0
npa-project-bsd/proofs/Proofs/Ai/Analysis/MellinInversionInjectivity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	71	2	8	5	37	8	11	0
npa-project-bsd/proofs/Proofs/Ai/Analysis/PositiveCoefficientTauberianSqueeze/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	63	2	9	1	19	11	21	0
npa-project-bsd/proofs/Proofs/Ai/Analysis/TwoPointFourierPoissonSummation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	227	1	10	6	157	21	32	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/AbelianSchemeDuality/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	364	2	17	4	138	62	141	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/AbelianVarietyPolarizationDual/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	559	2	23	4	219	83	228	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ArakelovIntersectionSurface/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	723	2	43	1	283	119	275	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ArithmeticThetaLifting/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	316	2	22	1	102	59	130	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ComplexMultiplicationEndomorphismRing/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	358	2	17	4	118	68	149	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ConcreteEllipticCurveGrossZagierFormula/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1051	3	12	132	522	56	326	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ConcreteEllipticCurveHeegnerPointEulerSystem/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	862	3	8	91	435	63	262	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ConcreteEllipticCurveKolyvaginDescent/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2524	3	11	185	1352	176	797	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ConcreteEllipticCurveStrongBSDAnalyticRankAtMostOne/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1962	3	12	186	1002	164	595	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ConcreteEllipticCurveWeakBSDAnalyticRankAtMostOne/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1030	2	11	119	558	65	275	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/DeterminantFunctorFundamentalLine/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	57	2	9	0	15	10	21	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/DeuringCMReduction/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	397	2	21	4	144	68	158	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/EtaleGaloisCohomologyComparison/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	471	2	17	3	230	58	161	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/FaltingsIsogeny/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	459	2	19	4	177	72	185	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/FiniteShaAnalyticRankZeroOne/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	525	2	34	1	202	80	206	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/FppfFiniteFlatCohomology/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	345	2	17	4	132	72	118	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/FunctionFieldCoreTheorems/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	66	2	7	2	19	16	20	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/GeneralizedHeegnerCycles/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	423	2	26	1	148	75	171	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/GrossKohnenZagier/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	567	2	36	1	219	98	211	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/GrossZagierFormula/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	628	2	35	1	256	106	228	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/GrossZagierNormalizationAudit/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	421	2	24	1	137	84	173	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/HeegnerHypothesis/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	759	2	37	1	340	110	269	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/HeegnerPointConstruction/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	624	2	33	1	245	107	236	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/HeegnerPointNontorsion/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	461	2	31	1	174	82	171	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/HeegnerPointNormRelations/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	982	2	38	1	461	140	340	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/HigherDerivativeAndRankConstructions/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	73	2	6	2	20	20	23	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ImaginaryQuadraticCMPoints/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	696	2	35	1	297	111	250	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/NorthcottFiniteness/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	212	2	11	3	78	44	74	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/PadicAbelJacobiMap/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	285	2	21	1	89	55	117	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/PadicGrossZagierFormula/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	577	2	33	1	240	89	212	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/PoincareReducibility/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	630	2	25	4	253	96	250	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/PrincipalDivisorIntersectionVanishing/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	36	1	6	2	15	6	6	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ProjectiveHeightMachine/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	519	2	24	4	205	77	207	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/RankOneBSDRationalGenerator/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	436	2	25	1	180	66	162	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/RegulatorPeriodIsomorphism/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	78	2	11	0	24	12	29	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/SatoTateEquidistribution/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	282	2	17	4	92	55	112	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/SerreOpenImage/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	310	2	16	4	95	64	129	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ShafarevichFiniteness/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	382	2	17	4	139	69	151	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/ShimuraCurveGrossZagier/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	671	2	42	1	248	116	262	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/SiegelIntegralPoints/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	416	2	18	4	150	80	162	0
npa-project-bsd/proofs/Proofs/Ai/ArithmeticGeometry/SpecializationAndControlTheorems/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	86	2	6	2	22	26	28	0
npa-project-bsd/proofs/Proofs/Ai/Bool/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	26	2	3	5	11	0	5	0
npa-project-bsd/proofs/Proofs/Ai/CategoryTheory/AdjunctionHomBijection/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	164	3	11	10	77	29	34	0
npa-project-bsd/proofs/Proofs/Ai/CategoryTheory/YonedaEvaluationFormula/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	248	3	15	5	153	16	56	0
npa-project-bsd/proofs/Proofs/Ai/Cohomology/BaseChangeCompositionCoherence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	36	1	6	2	15	6	6	0
npa-project-bsd/proofs/Proofs/Ai/Cohomology/CechDerivedComparisonInjective/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	71	2	8	5	37	8	11	0
npa-project-bsd/proofs/Proofs/Ai/ComplexAnalysis/AnalyticContinuationOverlapCocycle/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	52	2	7	2	20	8	13	0
npa-project-bsd/proofs/Proofs/Ai/ComplexAnalysis/BetaGammaQuotientFormula/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	134	1	12	5	84	14	18	0
npa-project-bsd/proofs/Proofs/Ai/ComplexAnalysis/MeromorphicGermDenominatorCancellation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	89	1	9	3	51	10	15	0
npa-project-bsd/proofs/Proofs/Ai/ComplexAnalysis/TwoPoleResidueContourDecomposition/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	99	1	12	4	56	12	14	0
npa-project-bsd/proofs/Proofs/Ai/Computational/FormalNumericalCertificates/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	79	2	11	0	25	12	29	0
npa-project-bsd/proofs/Proofs/Ai/Computational/ReproducibleNotebook/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	99	2	15	0	29	16	37	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/AnalyticRank/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	372	2	22	1	143	65	139	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/AnalyticRankCertification/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	341	2	23	1	136	52	127	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/AverageFourFiveSelmerGroup/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	60	2	9	0	17	10	22	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/AverageThreeSelmerGroup/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	60	2	9	0	17	10	22	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/AverageTwoSelmerGroup/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	60	2	9	0	17	10	22	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/BSDQuotientComputation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	84	2	11	0	28	12	31	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/Basic/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	651	3	21	13	234	182	198	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/BoundedAverageRank/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	66	2	9	0	21	10	24	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/CanonicalHeightBounds/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	73	2	11	0	21	12	27	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/CasselsIsogenyFormula/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	58	2	9	0	15	10	22	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/CircularityAudit/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	79	2	11	0	25	12	29	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveCasselsTateCompatibility/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	588	2	15	28	339	76	128	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveContinuousCohomologyCupProduct/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	312	1	11	16	145	56	83	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveContinuousCohomologyLocalization/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	201	3	8	16	79	44	51	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveContinuousCohomologyRestrictionCorestriction/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	348	2	10	16	148	80	92	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveContinuousCohomologySetoid/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	552	3	14	25	272	65	173	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveFiniteCardinalitySelmerShaComparison/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	480	1	14	36	282	31	116	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveFiniteLengthSelmerShaComparison/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	513	1	15	35	301	42	119	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveFittingIdealSelmerShaComparison/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	609	3	14	37	386	39	130	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveGlobalPoitouTateDuality/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	774	1	17	40	468	90	158	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveKummerSelmerShaExactSequence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	312	2	7	30	148	51	74	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveLocalFiniteCondition/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	102	1	5	13	43	20	20	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveLocalKummerExactness/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	234	1	7	22	117	29	58	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveLocalKummerMap/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	280	2	9	27	129	57	56	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveLocalTateDuality/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	683	1	13	31	346	106	186	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurvePadicSelmerGroup/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	228	2	6	19	115	46	40	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveSelmerGroup/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	202	2	8	20	107	37	28	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveSelmerSelfDuality/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	604	1	13	34	335	58	163	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveSelmerShaComparison/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	378	1	19	37	232	10	79	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveTateModule/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	310	2	8	17	135	50	98	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveTateModuleScalarExtension/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	263	2	8	16	112	38	87	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveTateShafarevichGroup/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	205	2	8	19	115	33	28	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteEllipticCurveTorsionGaloisAction/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	286	2	7	19	119	54	85	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionAdditionBranchExclusivity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	198	1	11	27	117	23	19	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionAdditionOutputCompatibility/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	400	1	21	24	286	34	34	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionAdditionOutputWitnessIndependence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	583	1	10	41	419	58	54	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionAffineAdditionCongruence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	642	1	23	30	421	118	49	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionAffineAdditionFunctionality/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	993	1	12	29	510	352	89	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionAffineAdditionRelation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	462	1	14	18	292	15	122	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionAffinePairClassification/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	149	1	14	12	84	19	19	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionAffinePointSetoidInvolution/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	174	1	14	10	91	32	26	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionAffineVerticalNegation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	242	1	14	19	126	43	39	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionDistinctXChordClosure/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1375	0	10	69	1068	115	113	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionDistinctXChordCoordinates/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	496	1	13	27	283	91	81	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionDistinctXChordIncidence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	112	0	5	20	67	10	10	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionDistinctXChordQuadraticCoefficient/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	350	0	9	26	269	23	23	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionDistinctXChordSymmetry/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	655	1	11	46	519	39	39	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionEqualXAffineClassification/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	150	1	12	18	91	14	14	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionNestedChordSlopeTransport/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	7308	1	17	195	5508	794	793	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionNestedChordXSubtractionRearrangement/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1584	0	12	66	1129	190	187	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionNonsingularShortWeierstrassPointAdditionAssociativity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1008	0	16	46	773	122	51	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionNonsingularShortWeierstrassPointGroup/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	353	1	15	24	215	35	63	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionNonverticalTangentClosure/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	488	1	13	39	357	40	38	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionNonverticalTangentCoordinates/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	758	1	12	44	474	121	106	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionNonverticalTangentDoubleRootCoefficient/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	187	0	4	27	132	12	12	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionNonverticalTangentIncidence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	254	0	5	31	168	26	24	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionPointAdditionFunctionality/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	688	1	14	22	437	162	52	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionPointAdditionRelation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	350	1	13	12	207	39	78	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionPointAffineCoordinateObservation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	255	0	9	14	146	69	17	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidAdditionAffineEquivalentCommutativity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	113	0	13	10	66	13	11	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidAdditionDistinctXCommutativity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	124	0	9	12	85	9	9	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidAdditionIdentityInverse/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	188	0	5	18	129	27	9	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidAdditionVerticalInverseCommutativity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	138	0	9	15	96	9	9	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidAffineAdditionCongruence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	190	0	23	12	112	23	20	0
